Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Revenue_USD,Vehicle_Age,Price_Range,Mileage_Range
I3,2015,Asia,Red,Diesel,Manual,1.9,90245,34249,8483,High,290534267,9,Mid-Range,Medium
7 Series,2017,North America,White,Hybrid,Manual,1.5,7334,77120,6825,Low,526344000,7,Premium,Low
X1,2018,Asia,Black,Hybrid,Manual,3.9,13275,79969,9134,High,730436846,6,Premium,Low
X1,2013,South America,Blue,Hybrid,Manual,3.5,128136,101839,125,Low,12729875,11,Luxury,High
X5,2010,Africa,Black,Diesel,Automatic,2.2,187108,105887,5236,Low,554424332,14,Luxury,Very High
X5,2023,South America,White,Diesel,Manual,2.3,162977,31112,2466,Low,76722192,1,Mid-Range,Very High
7 Series,2010,South America,Black,Petrol,Manual,4.3,52940,51743,4350,Low,225082050,14,Mid-Range,Medium
X1,2019,Europe,White,Hybrid,Automatic,3.3,106294,102607,7920,High,812647440,5,Luxury,High
I8,2013,Europe,Red,Diesel,Manual,3.9,106314,113159,113,Low,12786967,11,Luxury,High
M3,2021,Asia,Blue,Diesel,Automatic,3.1,139850,34852,2275,Low,79288300,3,Mid-Range,High
7 Series,2023,Asia,Blue,Diesel,Automatic,2.3,52061,96938,1714,Low,166151732,1,Premium,Medium
X5,2016,North America,White,Petrol,Manual,4.9,88027,103663,9847,High,1020769561,8,Luxury,Medium
3 Series,2011,Asia,Blue,Diesel,Automatic,3.5,196822,74108,4182,Low,309919656,13,Premium,Very High
M5,2012,Asia,Black,Electric,Automatic,2.0,65212,48461,3244,Low,157207484,12,Mid-Range,Medium
X3,2010,Middle East,Red,Diesel,Automatic,2.9,35130,113525,6461,Low,733485025,14,Luxury,Low
M3,2014,Europe,Blue,Hybrid,Automatic,2.7,129742,111245,9520,High,1059052400,10,Luxury,High
X3,2010,South America,Blue,Electric,Automatic,2.2,73482,61329,4579,Low,280825491,14,Premium,Medium
X5,2017,Africa,Silver,Petrol,Automatic,4.8,32268,68638,7530,High,516844140,7,Premium,Low
X5,2010,North America,Grey,Diesel,Manual,4.6,53211,116928,9850,High,1151740800,14,Luxury,Medium
M3,2020,South America,Grey,Petrol,Manual,2.2,154481,100103,9122,High,913139566,4,Luxury,Very High
7 Series,2010,South America,Silver,Hybrid,Manual,2.7,147526,35576,1916,Low,68163616,14,Mid-Range,High
X1,2011,South America,Blue,Diesel,Manual,4.2,183658,52709,3813,Low,200979417,13,Mid-Range,Very High
I3,2011,North America,Grey,Electric,Automatic,2.2,131725,73410,6205,Low,455509050,13,Premium,High
M5,2021,South America,Black,Electric,Manual,3.6,50949,40782,6688,Low,272750016,3,Mid-Range,Medium
I3,2015,Europe,Grey,Electric,Manual,3.9,20717,79002,1402,Low,110760804,9,Premium,Low
5 Series,2016,Middle East,Silver,Petrol,Manual,3.8,135036,38344,8273,High,317219912,8,Mid-Range,High
M3,2014,Europe,White,Petrol,Manual,4.0,29746,103056,7577,High,780855312,10,Luxury,Low
M3,2010,Europe,Black,Hybrid,Manual,4.0,87426,60458,9098,High,550046884,14,Premium,Medium
M5,2010,Europe,Red,Diesel,Manual,4.9,28560,32486,4427,Low,143815522,14,Mid-Range,Low
X5,2012,North America,White,Diesel,Manual,2.7,68627,65633,9311,High,611108863,12,Premium,Medium
3 Series,2023,Africa,Black,Petrol,Manual,4.6,95366,101460,3182,Low,322845720,1,Luxury,Medium
I3,2011,Africa,White,Diesel,Manual,1.6,97680,115240,5797,Low,668046280,13,Luxury,Medium
X3,2014,Africa,Red,Diesel,Manual,2.5,198457,114845,577,Low,66265565,10,Luxury,Very High
I3,2021,Europe,White,Hybrid,Automatic,1.7,129001,105938,3288,Low,348324144,3,Luxury,High
X3,2019,South America,Red,Electric,Manual,3.8,171481,42383,7041,High,298418703,5,Mid-Range,Very High
I8,2015,Africa,Red,Diesel,Manual,1.9,60913,43439,5284,Low,229531676,9,Mid-Range,Medium
I8,2016,Europe,Blue,Petrol,Manual,4.5,191604,59627,9454,High,563713658,8,Mid-Range,Very High
5 Series,2013,Asia,Blue,Hybrid,Automatic,3.8,45722,74501,6935,Low,516664435,11,Premium,Low
M3,2016,Middle East,Blue,Electric,Manual,1.6,38412,81786,5058,Low,413673588,8,Premium,Low
3 Series,2020,South America,Grey,Diesel,Manual,4.0,175591,64007,7793,High,498806551,4,Premium,Very High
M3,2017,North America,Silver,Petrol,Manual,4.5,164356,36497,2353,Low,85877441,7,Mid-Range,Very High
X6,2020,Asia,Black,Hybrid,Automatic,3.8,45712,90061,4643,Low,418153223,4,Premium,Low
X1,2010,Africa,Grey,Diesel,Automatic,1.6,100516,49598,1252,Low,62096696,14,Mid-Range,High
I3,2024,South America,White,Hybrid,Automatic,4.5,57231,47994,1675,Low,80389950,0,Mid-Range,Medium
M5,2015,Asia,White,Petrol,Automatic,4.1,95889,52950,6177,Low,327072150,9,Mid-Range,Medium
M5,2017,Middle East,Grey,Diesel,Automatic,2.8,55643,96914,4669,Low,452491466,7,Premium,Medium
I3,2014,South America,Grey,Diesel,Automatic,2.7,22417,98122,5178,Low,508075716,10,Premium,Low
M5,2013,Asia,Silver,Diesel,Automatic,3.2,193534,70907,8254,High,585266378,11,Premium,Very High
M3,2011,South America,Grey,Petrol,Manual,4.5,137855,96941,6712,Low,650667992,13,Premium,High
I8,2015,Asia,Black,Hybrid,Automatic,2.4,6365,30074,2845,Low,85560530,9,Mid-Range,Low
M3,2015,North America,Grey,Electric,Automatic,1.9,167647,88780,4997,Low,443633660,9,Premium,Very High
3 Series,2020,Middle East,Red,Petrol,Manual,4.5,105037,73453,7286,High,535178558,4,Premium,High
I3,2024,South America,Blue,Hybrid,Manual,1.6,128016,107658,9124,High,982271592,0,Luxury,High
X6,2010,Europe,White,Hybrid,Manual,4.7,7762,61914,5045,Low,312356130,14,Premium,Low
X6,2018,South America,Grey,Diesel,Manual,2.6,40764,116735,4709,Low,549705115,6,Luxury,Low
I3,2021,Europe,Silver,Hybrid,Automatic,3.3,24238,111742,1482,Low,165601644,3,Luxury,Low
M5,2020,Africa,Grey,Petrol,Automatic,2.0,195911,64700,3134,Low,202769800,4,Premium,Very High
X3,2015,Middle East,Grey,Diesel,Automatic,4.7,134039,70672,6856,Low,484527232,9,Premium,High
3 Series,2022,Middle East,Silver,Petrol,Automatic,4.1,116572,47284,3730,Low,176369320,2,Mid-Range,High
M3,2012,Europe,White,Diesel,Manual,4.7,194359,93837,8190,High,768525030,12,Premium,Very High
7 Series,2013,Africa,Red,Diesel,Manual,3.9,143864,74401,9067,High,674593867,11,Premium,High
3 Series,2021,South America,Grey,Hybrid,Automatic,2.1,37246,112265,5726,Low,642829390,3,Luxury,Low
7 Series,2020,Asia,White,Petrol,Automatic,2.6,188234,71570,3284,Low,235035880,4,Premium,Very High
I8,2013,Europe,White,Hybrid,Automatic,3.2,110079,70118,7254,High,508635972,11,Premium,High
I3,2012,Middle East,Silver,Petrol,Automatic,3.6,53579,80919,2377,Low,192344463,12,Premium,Medium
M5,2019,Asia,Blue,Hybrid,Automatic,4.7,164678,49840,1883,Low,93848720,5,Mid-Range,Very High
3 Series,2012,South America,Silver,Petrol,Manual,2.8,137794,99478,520,Low,51728560,12,Premium,High
X1,2024,Europe,Grey,Diesel,Manual,4.0,87263,71666,8913,High,638759058,0,Premium,Medium
I3,2012,Africa,Red,Diesel,Manual,4.9,86785,99512,2353,Low,234151736,12,Premium,Medium
X3,2013,South America,Grey,Petrol,Manual,2.0,156944,55881,6169,Low,344729889,11,Mid-Range,Very High
M5,2016,Africa,White,Diesel,Automatic,4.5,39593,109963,113,Low,12425819,8,Luxury,Low
X5,2013,Europe,White,Diesel,Automatic,3.0,162617,79299,2353,Low,186590547,11,Premium,Very High
I3,2018,Africa,Blue,Diesel,Manual,4.1,180348,46141,8132,High,375218612,6,Mid-Range,Very High
X1,2010,Europe,Silver,Electric,Manual,2.5,97558,101553,1718,Low,174468054,14,Luxury,Medium
3 Series,2017,Africa,Silver,Diesel,Manual,2.7,124960,115369,5481,Low,632337489,7,Luxury,High
X6,2016,Europe,Black,Electric,Manual,1.6,28972,89763,7436,High,667477668,8,Premium,Low
X5,2011,Europe,Blue,Petrol,Automatic,4.9,141616,117994,6327,Low,746548038,13,Luxury,High
I3,2017,Asia,Black,Diesel,Manual,4.3,42089,99138,5415,Low,536832270,7,Premium,Low
X5,2010,North America,Silver,Diesel,Manual,1.8,102510,107741,2737,Low,294887117,14,Luxury,High
X1,2020,Europe,Grey,Petrol,Automatic,5.0,64144,39207,4488,Low,175961016,4,Mid-Range,Medium
5 Series,2021,North America,Blue,Hybrid,Automatic,3.6,166252,52030,1849,Low,96203470,3,Mid-Range,Very High
X5,2018,Asia,Black,Petrol,Manual,4.5,106246,72271,6300,Low,455307300,6,Premium,High
X1,2018,Europe,Black,Petrol,Manual,1.7,25059,42749,3108,Low,132863892,6,Mid-Range,Low
M3,2011,Africa,White,Hybrid,Manual,2.9,49603,80312,2792,Low,224231104,13,Premium,Low
I3,2016,Middle East,Black,Hybrid,Manual,3.8,134173,89891,3901,Low,350664791,8,Premium,High
I3,2024,Asia,Red,Petrol,Manual,1.9,42153,62609,897,Low,56160273,0,Premium,Low
I3,2023,Europe,Grey,Hybrid,Automatic,3.2,136858,54036,3108,Low,167943888,1,Mid-Range,High
X6,2019,Africa,Grey,Hybrid,Manual,3.0,199006,116494,9003,High,1048795482,5,Luxury,Very High
3 Series,2012,Africa,Red,Electric,Automatic,2.3,190156,116827,9454,High,1104482458,12,Luxury,Very High
X6,2016,Africa,Grey,Petrol,Automatic,2.6,160714,115705,7064,High,817340120,8,Luxury,Very High
5 Series,2021,North America,White,Petrol,Manual,4.9,128242,51552,4585,Low,236365920,3,Mid-Range,High
7 Series,2019,North America,Silver,Hybrid,Automatic,2.5,40052,32230,4515,Low,145518450,5,Mid-Range,Low
I8,2018,Asia,Grey,Petrol,Manual,2.2,126505,92606,9586,High,887721116,6,Premium,High
I8,2013,Middle East,Silver,Hybrid,Automatic,3.4,149450,97301,9597,High,933797697,11,Premium,High
I8,2021,Africa,Black,Diesel,Manual,3.8,164473,102381,9156,High,937400436,3,Luxury,Very High
5 Series,2010,South America,Red,Electric,Automatic,4.0,9951,39129,8440,High,330248760,14,Mid-Range,Low
3 Series,2011,North America,Grey,Hybrid,Automatic,4.1,146359,105042,2463,Low,258718446,13,Luxury,High
I8,2010,South America,Red,Diesel,Manual,1.6,76908,48463,3398,Low,164677274,14,Mid-Range,Medium
X6,2023,South America,Grey,Petrol,Automatic,2.9,167411,94959,8066,High,765939294,1,Premium,Very High
X5,2021,Asia,Silver,Diesel,Manual,4.2,48241,106595,5829,Low,621342255,3,Luxury,Low
X3,2014,Middle East,White,Petrol,Automatic,4.7,95070,83106,6254,Low,519744924,10,Premium,Medium
7 Series,2014,North America,Silver,Electric,Automatic,3.6,182618,116107,7608,High,883342056,10,Luxury,Very High
X3,2020,South America,Silver,Hybrid,Automatic,1.7,158566,114790,2156,Low,247487240,4,Luxury,Very High
I8,2016,South America,Red,Hybrid,Manual,2.9,32573,42409,5098,Low,216201082,8,Mid-Range,Low
X1,2018,Asia,Blue,Diesel,Automatic,1.8,138433,112394,5095,Low,572647430,6,Luxury,High
7 Series,2018,North America,White,Diesel,Manual,4.1,30215,40062,305,Low,12218910,6,Mid-Range,Low
I8,2012,Europe,Blue,Electric,Manual,1.7,67114,68714,5960,Low,409535440,12,Premium,Medium
3 Series,2012,Europe,Blue,Diesel,Manual,2.2,154736,78565,3990,Low,313474350,12,Premium,Very High
5 Series,2012,Middle East,Blue,Electric,Automatic,3.0,121611,76420,6844,Low,523018480,12,Premium,High
M3,2013,Middle East,White,Petrol,Manual,3.1,74067,67269,2781,Low,187075089,11,Premium,Medium
X5,2017,Africa,Blue,Hybrid,Manual,2.9,110631,110049,1386,Low,152527914,7,Luxury,High
3 Series,2015,North America,Blue,Petrol,Automatic,3.1,187396,71905,7571,High,544392755,9,Premium,Very High
I3,2017,South America,Grey,Petrol,Automatic,4.0,174519,31948,5863,Low,187311124,7,Mid-Range,Very High
X6,2010,North America,Blue,Petrol,Automatic,2.8,36327,66518,7163,High,476468434,14,Premium,Low
3 Series,2017,South America,Silver,Electric,Manual,3.4,144332,102814,5037,Low,517874118,7,Luxury,High
5 Series,2013,Middle East,Grey,Electric,Manual,2.6,163437,69488,8943,High,621431184,11,Premium,Very High
I8,2020,Asia,White,Hybrid,Manual,2.7,111872,34401,288,Low,9907488,4,Mid-Range,High
X1,2010,North America,Red,Hybrid,Manual,3.6,4768,35905,5184,Low,186131520,14,Mid-Range,Low
X3,2017,Europe,Red,Electric,Manual,3.2,84155,70778,8167,High,578043926,7,Premium,Medium
X6,2013,South America,Red,Petrol,Manual,4.0,142408,60324,2195,Low,132411180,11,Premium,High
X1,2015,Middle East,Silver,Hybrid,Automatic,3.5,117990,58708,3657,Low,214695156,9,Mid-Range,High
M5,2017,South America,Silver,Diesel,Manual,4.3,57377,91637,9121,High,835821077,7,Premium,Medium
I8,2013,Africa,Silver,Petrol,Manual,3.1,136263,116643,4751,Low,554170893,11,Luxury,High
X1,2023,Europe,Silver,Diesel,Manual,3.2,112416,53115,874,Low,46422510,1,Mid-Range,High
3 Series,2012,North America,White,Hybrid,Manual,3.8,110051,82258,9890,High,813531620,12,Premium,High
7 Series,2023,South America,Black,Electric,Manual,2.3,179767,47128,7301,High,344081528,1,Mid-Range,Very High
X5,2018,Europe,Silver,Diesel,Manual,2.9,124134,37111,4242,Low,157424862,6,Mid-Range,High
M5,2012,Europe,Black,Petrol,Automatic,3.7,124564,119792,3324,Low,398188608,12,Luxury,High
X5,2018,Africa,Black,Electric,Manual,1.6,6634,67794,9284,High,629399496,6,Premium,Low
I3,2022,North America,Black,Hybrid,Automatic,3.0,81603,115537,5387,Low,622397819,2,Luxury,Medium
X6,2011,Africa,Red,Hybrid,Automatic,3.6,97667,81625,3309,Low,270097125,13,Premium,Medium
7 Series,2023,Europe,Black,Diesel,Manual,4.9,109291,30463,7111,High,216622393,1,Mid-Range,High
M3,2011,Middle East,Black,Diesel,Automatic,4.6,106672,101785,1625,Low,165400625,13,Luxury,High
M5,2011,Africa,Red,Petrol,Automatic,2.5,41594,93495,489,Low,45719055,13,Premium,Low
I3,2015,Asia,White,Hybrid,Manual,3.3,95364,91829,7118,High,653638822,9,Premium,Medium
M5,2012,Middle East,Red,Diesel,Manual,1.7,71227,114903,8924,High,1025394372,12,Luxury,Medium
X1,2022,South America,Black,Petrol,Automatic,2.3,26767,117363,642,Low,75347046,2,Luxury,Low
I3,2018,Africa,White,Hybrid,Automatic,4.2,27979,95982,4366,Low,419057412,6,Premium,Low
M5,2013,Asia,White,Petrol,Automatic,1.9,170073,81725,1404,Low,114741900,11,Premium,Very High
X5,2010,Africa,White,Hybrid,Automatic,2.4,23577,62344,8358,High,521071152,14,Premium,Low
3 Series,2013,South America,Blue,Electric,Automatic,4.8,121155,35561,3816,Low,135700776,11,Mid-Range,High
X1,2010,North America,Black,Diesel,Manual,4.4,148730,59157,9680,High,572639760,14,Mid-Range,High
M3,2023,South America,Grey,Hybrid,Manual,4.2,80410,55419,7109,High,393973671,1,Mid-Range,Medium
X3,2014,South America,Silver,Petrol,Manual,4.5,35380,84387,6211,Low,524127657,10,Premium,Low
X6,2013,South America,White,Electric,Manual,4.1,183126,36457,1866,Low,68028762,11,Mid-Range,Very High
X5,2017,Europe,Silver,Electric,Automatic,1.9,5204,32190,143,Low,4603170,7,Mid-Range,Low
X5,2017,South America,Black,Hybrid,Manual,3.3,42159,85852,5802,Low,498113304,7,Premium,Low
X3,2016,Asia,Grey,Petrol,Automatic,3.1,143652,93537,5924,Low,554113188,8,Premium,High
X6,2012,South America,Grey,Diesel,Manual,2.6,186337,56075,9184,High,514992800,12,Mid-Range,Very High
I3,2010,Asia,White,Petrol,Manual,4.4,25644,33486,4936,Low,165286896,14,Mid-Range,Low
5 Series,2010,Africa,Grey,Electric,Manual,3.1,127690,74267,2849,Low,211586683,14,Premium,High
5 Series,2021,Asia,White,Electric,Manual,1.7,21122,112462,5903,Low,663863186,3,Luxury,Low
I8,2020,South America,White,Hybrid,Automatic,2.5,59781,62084,4541,Low,281923444,4,Premium,Medium
I3,2012,Europe,Black,Hybrid,Automatic,2.3,183685,119952,9131,High,1095281712,12,Luxury,Very High
7 Series,2015,Europe,Grey,Diesel,Manual,4.6,126540,33593,3220,Low,108169460,9,Mid-Range,High
7 Series,2016,Africa,Red,Diesel,Manual,3.8,92316,85617,1909,Low,163442853,8,Premium,Medium
X3,2015,Asia,Grey,Diesel,Manual,3.5,6304,45543,6657,Low,303179751,9,Mid-Range,Low
X6,2023,Europe,White,Hybrid,Automatic,3.3,54800,100512,9966,High,1001702592,1,Luxury,Medium
X5,2023,South America,Grey,Petrol,Manual,3.8,51128,94088,2930,Low,275677840,1,Premium,Medium
I8,2015,Middle East,Silver,Electric,Automatic,4.1,86794,39377,9525,High,375065925,9,Mid-Range,Medium
X1,2015,Africa,Silver,Hybrid,Automatic,3.4,15994,41990,8543,High,358720570,9,Mid-Range,Low
I8,2022,Africa,Black,Diesel,Manual,4.8,89921,41946,2452,Low,102851592,2,Mid-Range,Medium
X3,2012,Middle East,Silver,Hybrid,Automatic,4.9,110369,40370,6148,Low,248194760,12,Mid-Range,High
3 Series,2015,Africa,Red,Electric,Automatic,5.0,69854,58429,8981,High,524750849,9,Mid-Range,Medium
X3,2017,North America,Silver,Petrol,Manual,3.8,113551,30284,241,Low,7298444,7,Mid-Range,High
3 Series,2020,Middle East,Red,Petrol,Automatic,4.8,159467,76201,5760,Low,438917760,4,Premium,Very High
M3,2020,North America,Red,Hybrid,Automatic,2.9,180136,59712,6726,Low,401622912,4,Mid-Range,Very High
X6,2011,North America,Black,Diesel,Automatic,4.5,109348,85468,8241,High,704341788,13,Premium,High
I8,2014,Middle East,White,Diesel,Manual,4.7,144533,82911,4321,Low,358258431,10,Premium,High
X6,2023,Asia,Red,Diesel,Manual,4.7,32173,54649,6736,Low,368115664,1,Mid-Range,Low
5 Series,2010,Africa,Black,Diesel,Automatic,4.4,102278,35915,9841,High,353439515,14,Mid-Range,High
M3,2021,Middle East,White,Hybrid,Manual,2.9,162609,54134,904,Low,48937136,3,Mid-Range,Very High
M5,2024,Middle East,White,Hybrid,Automatic,2.1,43892,84569,4431,Low,374725239,0,Premium,Low
7 Series,2010,Africa,Blue,Diesel,Automatic,2.7,185870,92721,7521,High,697354641,14,Premium,Very High
5 Series,2014,South America,Black,Diesel,Automatic,4.2,134531,87621,4611,Low,404020431,10,Premium,High
5 Series,2021,North America,Blue,Hybrid,Manual,2.3,194391,76581,6866,Low,525805146,3,Premium,Very High
3 Series,2022,Middle East,Silver,Hybrid,Automatic,3.2,118028,63248,8095,High,511992560,2,Premium,High
I3,2012,Middle East,Red,Diesel,Manual,3.5,155164,118934,1818,Low,216222012,12,Luxury,Very High
I3,2013,North America,Red,Electric,Automatic,3.6,167951,104651,1054,Low,110302154,11,Luxury,Very High
3 Series,2012,South America,Red,Hybrid,Manual,4.8,135680,93319,3307,Low,308605933,12,Premium,High
M3,2010,Middle East,Grey,Petrol,Manual,3.8,20833,30946,6000,Low,185676000,14,Mid-Range,Low
X5,2010,Africa,Black,Diesel,Automatic,4.3,169423,45093,7103,High,320295579,14,Mid-Range,Very High
M5,2021,North America,Silver,Diesel,Manual,3.5,52191,66769,1942,Low,129665398,3,Premium,Medium
5 Series,2021,Europe,Black,Electric,Automatic,4.4,82062,84946,2018,Low,171421028,3,Premium,Medium
5 Series,2023,South America,Red,Petrol,Manual,2.4,181200,46751,5122,Low,239458622,1,Mid-Range,Very High
X1,2022,Africa,Blue,Hybrid,Automatic,2.2,16720,41380,2118,Low,87642840,2,Mid-Range,Low
M3,2023,North America,Silver,Hybrid,Manual,4.7,26402,35130,9240,High,324601200,1,Mid-Range,Low
I3,2014,South America,Red,Diesel,Manual,3.9,185012,74147,8800,High,652493600,10,Premium,Very High
I8,2015,Europe,Grey,Electric,Automatic,3.9,137116,71187,3942,Low,280619154,9,Premium,High
M3,2012,Europe,Red,Electric,Automatic,3.1,125303,36190,6344,Low,229589360,12,Mid-Range,High
M3,2021,South America,Grey,Diesel,Automatic,2.8,72907,31385,634,Low,19898090,3,Mid-Range,Medium
5 Series,2018,South America,Blue,Diesel,Manual,3.4,96313,48896,398,Low,19460608,6,Mid-Range,Medium
X6,2014,Asia,Black,Electric,Manual,1.9,114324,111758,7978,High,891605324,10,Luxury,High
X3,2017,Europe,Red,Electric,Automatic,3.1,37926,112367,6565,Low,737689355,7,Luxury,Low
X3,2022,South America,Blue,Diesel,Automatic,3.1,1536,42468,9374,High,398095032,2,Mid-Range,Low
I8,2010,North America,Blue,Hybrid,Automatic,3.4,58700,94124,2613,Low,245946012,14,Premium,Medium
7 Series,2023,South America,Grey,Diesel,Manual,3.7,33111,102861,5453,Low,560901033,1,Luxury,Low
3 Series,2014,Middle East,Grey,Diesel,Manual,4.9,154711,76421,867,Low,66257007,10,Premium,Very High
I8,2024,Africa,White,Petrol,Manual,3.8,145740,97980,6665,Low,653036700,0,Premium,High
X6,2012,Africa,Black,Hybrid,Manual,4.6,17763,53320,101,Low,5385320,12,Mid-Range,Low
I8,2021,South America,Grey,Diesel,Automatic,3.4,158596,31016,4938,Low,153157008,3,Mid-Range,Very High
X1,2010,Africa,Red,Electric,Automatic,3.7,70582,32634,5754,Low,187776036,14,Mid-Range,Medium
5 Series,2013,Africa,Grey,Petrol,Manual,1.7,164685,82139,1560,Low,128136840,11,Premium,Very High
M5,2024,South America,Blue,Petrol,Manual,2.0,32207,35232,4545,Low,160129440,0,Mid-Range,Low
I8,2022,Middle East,Black,Hybrid,Manual,3.5,36421,117586,5532,Low,650485752,2,Luxury,Low
M5,2014,Africa,Blue,Petrol,Automatic,2.9,109953,90079,6074,Low,547139846,10,Premium,High
3 Series,2016,Africa,Silver,Hybrid,Manual,4.3,45420,55483,9417,High,522483411,8,Mid-Range,Low
7 Series,2010,South America,Blue,Hybrid,Automatic,3.4,169022,110072,3588,Low,394938336,14,Luxury,Very High
X3,2012,South America,Red,Diesel,Automatic,4.6,71247,46723,1251,Low,58450473,12,Mid-Range,Medium
X1,2011,Asia,Grey,Electric,Automatic,4.9,133987,98433,9105,High,896232465,13,Premium,High
X5,2018,Africa,Silver,Diesel,Manual,2.0,54511,52655,7876,High,414710780,6,Mid-Range,Medium
X1,2019,Asia,Black,Electric,Manual,2.9,190036,58531,7317,High,428271327,5,Mid-Range,Very High
X6,2024,Middle East,White,Electric,Manual,3.8,11344,113647,1983,Low,225362001,0,Luxury,Low
M5,2015,Middle East,Grey,Petrol,Automatic,2.6,166487,112693,5817,Low,655535181,9,Luxury,Very High
